Country,Continent,Category,Bucket,uniqueID,Freq,adj_Bucket
Solomon Islands,Oceania,Property Rights Score,5,OceaniaProperty Rights Score5,2,5
Somalia,Africa,Property Rights Score,3,AfricaProperty Rights Score3,17,3
South Africa,Africa,Property Rights Score,7,AfricaProperty Rights Score7,3,7
South Sudan,Africa,Property Rights Score,8,AfricaProperty Rights Score8,1,8
Spain,Europe,Property Rights Score,5,EuropeProperty Rights Score5,2,5
Sri Lanka,Asia,Property Rights Score,3,AsiaProperty Rights Score3,7,3
Sudan,Africa,Property Rights Score,4,AfricaProperty Rights Score4,17,4
Suriname,South America,Property Rights Score,10,South AmericaProperty Rights Score10,1,10
Sweden,Europe,Property Rights Score,9,EuropeProperty Rights Score9,12,9
Switzerland,Europe,Property Rights Score,4,EuropeProperty Rights Score4,3,4
Syria,Asia,Property Rights Score,9,AsiaProperty Rights Score9,3,9
Taiwan,Asia,Property Rights Score,5,AsiaProperty Rights Score5,8,5
Tajikistan,Asia,Property Rights Score,4,AsiaProperty Rights Score4,7,4
Tanzania,Africa,Property Rights Score,5,AfricaProperty Rights Score5,7,5
Thailand,Asia,Property Rights Score,No Data,AsiaProperty Rights ScoreNo Data,1,No Data
Timor-Leste,Asia,Property Rights Score,3,AsiaProperty Rights Score3,7,3
Togo,Africa,Property Rights Score,3,AfricaProperty Rights Score3,17,3
Tonga,Oceania,Property Rights Score,7,OceaniaProperty Rights Score7,3,7
Trinidad and Tobago,North America,Property Rights Score,6,North AmericaProperty Rights Score6,5,6
Tunisia,Africa,Property Rights Score,5,AfricaProperty Rights Score5,7,5
Turkey,Asia,Property Rights Score,6,AsiaProperty Rights Score6,9,6
Turkmenistan,Asia,Property Rights Score,3,AsiaProperty Rights Score3,7,3
Tuvalu,Oceania,Property Rights Score,No Data,OceaniaProperty Rights ScoreNo Data,4,No Data
Uganda,Africa,Property Rights Score,5,AfricaProperty Rights Score5,7,5
Ukraine,Europe,Property Rights Score,4,EuropeProperty Rights Score4,3,4
United Arab Emirates,Asia,Property Rights Score,8,AsiaProperty Rights Score8,3,8
United Kingdom,UN Security Council,Property Rights Score,10,UN Security CouncilProperty Rights Score10,1,10
United States,UN Security Council,Property Rights Score,8,UN Security CouncilProperty Rights Score8,1,8
Uruguay,South America,Property Rights Score,7,South AmericaProperty Rights Score7,2,7
Uzbekistan,Asia,Property Rights Score,5,AsiaProperty Rights Score5,8,5
Vanuatu,Oceania,Property Rights Score,7,OceaniaProperty Rights Score7,3,7
Venezuela,South America,Property Rights Score,1,South AmericaProperty Rights Score1,1,1
Vietnam,Asia,Property Rights Score,5,AsiaProperty Rights Score5,8,5
Yemen,Asia,Property Rights Score,2,AsiaProperty Rights Score2,2,2
Zambia,Africa,Property Rights Score,5,AfricaProperty Rights Score5,7,5
Zimbabwe,Africa,Property Rights Score,3,AfricaProperty Rights Score3,17,3
Afghanistan,Asia,Tax Burden Score,10,AsiaTax Burden Score10,17,10
Albania,Europe,Tax Burden Score,9,EuropeTax Burden Score9,16,9
Algeria,Africa,Tax Burden Score,8,AfricaTax Burden Score8,26,8
Andorra,Europe,Tax Burden Score,No Data,EuropeTax Burden ScoreNo Data,5,No Data
Angola,Africa,Tax Burden Score,9,AfricaTax Burden Score9,8,9
Antigua & Barbuda,North America,Tax Burden Score,No Data,North AmericaTax Burden ScoreNo Data,3,No Data
Argentina,South America,Tax Burden Score,7,South AmericaTax Burden Score7,2,7
Armenia,Europe,Tax Burden Score,9,EuropeTax Burden Score9,16,9
Australia,Oceania,Tax Burden Score,7,OceaniaTax Burden Score7,2,7
Austria,Europe,Tax Burden Score,5,EuropeTax Burden Score5,3,5
Azerbaijan,Europe,Tax Burden Score,9,EuropeTax Burden Score9,16,9
Bahamas,North America,Tax Burden Score,10,North AmericaTax Burden Score10,1,10
Bahrain,Asia,Tax Burden Score,10,AsiaTax Burden Score10,17,10
Bangladesh,Asia,Tax Burden Score,8,AsiaTax Burden Score8,9,8
Barbados,North America,Tax Burden Score,8,North AmericaTax Burden Score8,10,8
Belarus,Europe,Tax Burden Score,9,EuropeTax Burden Score9,16,9
Belgium,Europe,Tax Burden Score,5,EuropeTax Burden Score5,3,5
Belize,North America,Tax Burden Score,9,North AmericaTax Burden Score9,7,9
Benin,Africa,Tax Burden Score,7,AfricaTax Burden Score7,13,7
Bhutan,Asia,Tax Burden Score,9,AsiaTax Burden Score9,11,9
Bolivia,South America,Tax Burden Score,9,South AmericaTax Burden Score9,3,9
Bosnia and Herzegovina,Europe,Tax Burden Score,9,EuropeTax Burden Score9,16,9
Botswana,Africa,Tax Burden Score,8,AfricaTax Burden Score8,26,8
Brazil,South America,Tax Burden Score,8,South AmericaTax Burden Score8,5,8
Brunei,Asia,Tax Burden Score,9,AsiaTax Burden Score9,11,9
Bulgaria,Europe,Tax Burden Score,10,EuropeTax Burden Score10,3,10
Burkina Faso,Africa,Tax Burden Score,9,AfricaTax Burden Score9,8,9
Burundi,Africa,Tax Burden Score,8,AfricaTax Burden Score8,26,8
Cabo Verde,Africa,Tax Burden Score,8,AfricaTax Burden Score8,26,8
Cambodia,Asia,Tax Burden Score,9,AsiaTax Burden Score9,11,9
Cameroon,Africa,Tax Burden Score,8,AfricaTax Burden Score8,26,8
Canada,North America,Tax Burden Score,8,North AmericaTax Burden Score8,10,8
Central African Republic,Africa,Tax Burden Score,7,AfricaTax Burden Score7,13,7
Chad,Africa,Tax Burden Score,5,AfricaTax Burden Score5,2,5
Chile,South America,Tax Burden Score,8,South AmericaTax Burden Score8,5,8
China,UN Security Council,Tax Burden Score,8,UN Security CouncilTax Burden Score8,1,8
Colombia,South America,Tax Burden Score,9,South AmericaTax Burden Score9,3,9
Comoros,Africa,Tax Burden Score,6,AfricaTax Burden Score6,1,6
Congo (Dem. Rep.),Africa,Tax Burden Score,8,AfricaTax Burden Score8,26,8
Congo (Rep.),Africa,Tax Burden Score,7,AfricaTax Burden Score7,13,7
Costa Rica,North America,Tax Burden Score,8,North AmericaTax Burden Score8,10,8
Cote d'Ivoire,Africa,Tax Burden Score,8,AfricaTax Burden Score8,26,8
Croatia,Europe,Tax Burden Score,7,EuropeTax Burden Score7,6,7
Cuba,North America,Tax Burden Score,5,North AmericaTax Burden Score5,1,5
Cyprus,Europe,Tax Burden Score,8,EuropeTax Burden Score8,7,8
Czech Republic,Europe,Tax Burden Score,9,EuropeTax Burden Score9,16,9
Denmark,Europe,Tax Burden Score,5,EuropeTax Burden Score5,3,5
Djibouti,Africa,Tax Burden Score,7,AfricaTax Burden Score7,13,7
Dominica,North America,Tax Burden Score,8,North AmericaTax Burden Score8,10,8
Dominican Republic,North America,Tax Burden Score,9,North AmericaTax Burden Score9,7,9
Ecuador,South America,Tax Burden Score,8,South AmericaTax Burden Score8,5,8
Egypt,Africa,Tax Burden Score,9,AfricaTax Burden Score9,8,9
El Salvador,North America,Tax Burden Score,8,North AmericaTax Burden Score8,10,8
Equatorial Guinea,Africa,Tax Burden Score,7,AfricaTax Burden Score7,13,7
Eritrea,Africa,Tax Burden Score,8,AfricaTax Burden Score8,26,8
Estonia,Europe,Tax Burden Score,9,EuropeTax Burden Score9,16,9
Eswatini,Africa,Tax Burden Score,8,AfricaTax Burden Score8,26,8
Ethiopia,Africa,Tax Burden Score,8,AfricaTax Burden Score8,26,8
Fiji,Oceania,Tax Burden Score,9,OceaniaTax Burden Score9,2,9
Finland,Europe,Tax Burden Score,7,EuropeTax Burden Score7,6,7
France,UN Security Council,Tax Burden Score,5,UN Security CouncilTax Burden Score5,1,5
Gabon,Africa,Tax Burden Score,8,AfricaTax Burden Score8,26,8
"Gambia, The",Africa,Tax Burden Score,8,AfricaTax Burden Score8,26,8
Georgia,Europe,Tax Burden Score,9,EuropeTax Burden Score9,16,9
Germany,Europe,Tax Burden Score,7,EuropeTax Burden Score7,6,7
Ghana,Africa,Tax Burden Score,9,AfricaTax Burden Score9,8,9
Greece,Europe,Tax Burden Score,7,EuropeTax Burden Score7,6,7
Grenada,North America,Tax Burden Score,No Data,North AmericaTax Burden ScoreNo Data,3,No Data
Guatemala,North America,Tax Burden Score,8,North AmericaTax Burden Score8,10,8
Guinea,Africa,Tax Burden Score,7,AfricaTax Burden Score7,13,7
Guinea-Bissau,Africa,Tax Burden Score,9,AfricaTax Burden Score9,8,9
Guyana,South America,Tax Burden Score,7,South AmericaTax Burden Score7,2,7
Haiti,North America,Tax Burden Score,9,North AmericaTax Burden Score9,7,9
Honduras,North America,Tax Burden Score,9,North AmericaTax Burden Score9,7,9
Hungary,Europe,Tax Burden Score,8,EuropeTax Burden Score8,7,8
Iceland,Europe,Tax Burden Score,8,EuropeTax Burden Score8,7,8
India,Asia,Tax Burden Score,8,AsiaTax Burden Score8,9,8
Indonesia,Asia,Tax Burden Score,9,AsiaTax Burden Score9,11,9
Iran,Asia,Tax Burden Score,9,AsiaTax Burden Score9,11,9
Iraq,Asia,Tax Burden Score,No Data,AsiaTax Burden ScoreNo Data,3,No Data
Ireland,Europe,Tax Burden Score,8,EuropeTax Burden Score8,7,8
Israel,Asia,Tax Burden Score,7,AsiaTax Burden Score7,2,7
Italy,Europe,Tax Burden Score,6,EuropeTax Burden Score6,5,6
Jamaica,North America,Tax Burden Score,9,North AmericaTax Burden Score9,7,9
Japan,Asia,Tax Burden Score,7,AsiaTax Burden Score7,2,7
Jordan,Asia,Tax Burden Score,10,AsiaTax Burden Score10,17,10
Kazakhstan,Asia,Tax Burden Score,10,AsiaTax Burden Score10,17,10
Kenya,Africa,Tax Burden Score,8,AfricaTax Burden Score8,26,8
Kiribati,Oceania,Tax Burden Score,8,OceaniaTax Burden Score8,4,8
Korea (Dem. People’s Rep.),Asia,Tax Burden Score,1,AsiaTax Burden Score1,1,1
Korea (Rep.),Asia,Tax Burden Score,8,AsiaTax Burden Score8,9,8
Kosovo,Europe,Tax Burden Score,10,EuropeTax Burden Score10,3,10
Kuwait,Asia,Tax Burden Score,10,AsiaTax Burden Score10,17,10
Kyrgyzstan,Asia,Tax Burden Score,10,AsiaTax Burden Score10,17,10
Laos,Asia,Tax Burden Score,9,AsiaTax Burden Score9,11,9
Latvia,Europe,Tax Burden Score,9,EuropeTax Burden Score9,16,9
Lebanon,Asia,Tax Burden Score,10,AsiaTax Burden Score10,17,10
Lesotho,Africa,Tax Burden Score,5,AfricaTax Burden Score5,2,5
Liberia,Africa,Tax Burden Score,8,AfricaTax Burden Score8,26,8
Libya,Africa,Tax Burden Score,10,AfricaTax Burden Score10,3,10
Liechtenstein,Europe,Tax Burden Score,No Data,EuropeTax Burden ScoreNo Data,5,No Data
Lithuania,Europe,Tax Burden Score,9,EuropeTax Burden Score9,16,9
Luxembourg,Europe,Tax Burden Score,7,EuropeTax Burden Score7,6,7
Macedonia,Europe,Tax Burden Score,10,EuropeTax Burden Score10,3,10
Madagascar,Africa,Tax Burden Score,10,AfricaTax Burden Score10,3,10
Malawi,Africa,Tax Burden Score,8,AfricaTax Burden Score8,26,8
Malaysia,Asia,Tax Burden Score,9,AsiaTax Burden Score9,11,9
Maldives,Asia,Tax Burden Score,10,AsiaTax Burden Score10,17,10
Mali,Africa,Tax Burden Score,7,AfricaTax Burden Score7,13,7
Malta,Europe,Tax Burden Score,7,EuropeTax Burden Score7,6,7
Marshall Islands,Oceania,Tax Burden Score,No Data,OceaniaTax Burden ScoreNo Data,4,No Data
Mauritania,Africa,Tax Burden Score,8,AfricaTax Burden Score8,26,8
Mauritius,Africa,Tax Burden Score,10,AfricaTax Burden Score10,3,10
Mexico,North America,Tax Burden Score,8,North AmericaTax Burden Score8,10,8
Micronesia,Oceania,Tax Burden Score,10,OceaniaTax Burden Score10,2,10
Moldova,Europe,Tax Burden Score,9,EuropeTax Burden Score9,16,9
Monaco,Europe,Tax Burden Score,No Data,EuropeTax Burden ScoreNo Data,5,No Data
Mongolia,Asia,Tax Burden Score,9,AsiaTax Burden Score9,11,9
Montenegro,Europe,Tax Burden Score,9,EuropeTax Burden Score9,16,9
Morocco,Africa,Tax Burden Score,8,AfricaTax Burden Score8,26,8
Mozambique,Africa,Tax Burden Score,8,AfricaTax Burden Score8,26,8
Myanmar,Asia,Tax Burden Score,9,AsiaTax Burden Score9,11,9
Namibia,Africa,Tax Burden Score,7,AfricaTax Burden Score7,13,7
Nauru,Oceania,Tax Burden Score,No Data,OceaniaTax Burden ScoreNo Data,4,No Data
Nepal,Asia,Tax Burden Score,9,AsiaTax Burden Score9,11,9
Netherlands,Europe,Tax Burden Score,6,EuropeTax Burden Score6,5,6
New Zealand,Oceania,Tax Burden Score,8,OceaniaTax Burden Score8,4,8
Nicaragua,North America,Tax Burden Score,8,North AmericaTax Burden Score8,10,8
Niger,Africa,Tax Burden Score,8,AfricaTax Burden Score8,26,8
Nigeria,Africa,Tax Burden Score,9,AfricaTax Burden Score9,8,9
Norway,Europe,Tax Burden Score,6,EuropeTax Burden Score6,5,6
Oman,Asia,Tax Burden Score,10,AsiaTax Burden Score10,17,10
Pakistan,Asia,Tax Burden Score,8,AsiaTax Burden Score8,9,8
Palau,Oceania,Tax Burden Score,No Data,OceaniaTax Burden ScoreNo Data,4,No Data
Panama,North America,Tax Burden Score,9,North AmericaTax Burden Score9,7,9
Papua New Guinea,Oceania,Tax Burden Score,8,OceaniaTax Burden Score8,4,8
Paraguay,South America,Tax Burden Score,10,South AmericaTax Burden Score10,1,10
Peru,South America,Tax Burden Score,9,South AmericaTax Burden Score9,3,9
Philippines,Asia,Tax Burden Score,8,AsiaTax Burden Score8,9,8
Poland,Europe,Tax Burden Score,8,EuropeTax Burden Score8,7,8
Portugal,Europe,Tax Burden Score,6,EuropeTax Burden Score6,5,6
Qatar,Asia,Tax Burden Score,10,AsiaTax Burden Score10,17,10
Romania,Europe,Tax Burden Score,9,EuropeTax Burden Score9,16,9
Russia,UN Security Council,Tax Burden Score,9,UN Security CouncilTax Burden Score9,1,9
Rwanda,Africa,Tax Burden Score,8,AfricaTax Burden Score8,26,8
Saint Kitts and Nevis,North America,Tax Burden Score,No Data,North AmericaTax Burden ScoreNo Data,3,No Data
Saint Lucia,North America,Tax Burden Score,8,North AmericaTax Burden Score8,10,8
Saint Vincent and the Grenadines,North America,Tax Burden Score,8,North AmericaTax Burden Score8,10,8
Samoa,Oceania,Tax Burden Score,8,OceaniaTax Burden Score8,4,8
San Marino,Europe,Tax Burden Score,No Data,EuropeTax Burden ScoreNo Data,5,No Data
Sao Tome and Principe,Africa,Tax Burden Score,9,AfricaTax Burden Score9,8,9
Saudi Arabia,Asia,Tax Burden Score,10,AsiaTax Burden Score10,17,10
Senegal,Africa,Tax Burden Score,7,AfricaTax Burden Score7,13,7
Serbia,Europe,Tax Burden Score,9,EuropeTax Burden Score9,16,9
Seychelles,Africa,Tax Burden Score,8,AfricaTax Burden Score8,26,8
Sierra Leone,Africa,Tax Burden Score,8,AfricaTax Burden Score8,26,8
Singapore,Asia,Tax Burden Score,10,AsiaTax Burden Score10,17,10
Slovakia,Europe,Tax Burden Score,8,EuropeTax Burden Score8,7,8
Slovenia,Europe,Tax Burden Score,6,EuropeTax Burden Score6,5,6
Solomon Islands,Oceania,Tax Burden Score,7,OceaniaTax Burden Score7,2,7
Somalia,Africa,Tax Burden Score,No Data,AfricaTax Burden ScoreNo Data,1,No Data
South Africa,Africa,Tax Burden Score,7,AfricaTax Burden Score7,13,7
South Sudan,Africa,Tax Burden Score,7,AfricaTax Burden Score7,13,7
Spain,Europe,Tax Burden Score,9,EuropeTax Burden Score9,16,9
Sri Lanka,Asia,Tax Burden Score,9,AsiaTax Burden Score9,11,9
Sudan,Africa,Tax Burden Score,8,AfricaTax Burden Score8,26,8
Suriname,South America,Tax Burden Score,5,South AmericaTax Burden Score5,1,5
Sweden,Europe,Tax Burden Score,8,EuropeTax Burden Score8,7,8
Switzerland,Europe,Tax Burden Score,No Data,EuropeTax Burden ScoreNo Data,5,No Data
Syria,Asia,Tax Burden Score,8,AsiaTax Burden Score8,9,8
Taiwan,Asia,Tax Burden Score,10,AsiaTax Burden Score10,17,10
Tajikistan,Asia,Tax Burden Score,8,AsiaTax Burden Score8,9,8
Tanzania,Africa,Tax Burden Score,9,AfricaTax Burden Score9,8,9
Thailand,Asia,Tax Burden Score,No Data,AsiaTax Burden ScoreNo Data,3,No Data
Timor-Leste,Asia,Tax Burden Score,10,AsiaTax Burden Score10,17,10
Togo,Africa,Tax Burden Score,7,AfricaTax Burden Score7,13,7
Tonga,Oceania,Tax Burden Score,9,OceaniaTax Burden Score9,2,9
Trinidad and Tobago,North America,Tax Burden Score,9,North AmericaTax Burden Score9,7,9
Tunisia,Africa,Tax Burden Score,8,AfricaTax Burden Score8,26,8
Turkey,Asia,Tax Burden Score,8,AsiaTax Burden Score8,9,8
Turkmenistan,Asia,Tax Burden Score,10,AsiaTax Burden Score10,17,10
Tuvalu,Oceania,Tax Burden Score,No Data,OceaniaTax Burden ScoreNo Data,4,No Data
Uganda,Africa,Tax Burden Score,8,AfricaTax Burden Score8,26,8
Ukraine,Europe,Tax Burden Score,9,EuropeTax Burden Score9,16,9
United Arab Emirates,Asia,Tax Burden Score,10,AsiaTax Burden Score10,17,10
United Kingdom,UN Security Council,Tax Burden Score,7,UN Security CouncilTax Burden Score7,2,7
United States,UN Security Council,Tax Burden Score,7,UN Security CouncilTax Burden Score7,2,7
Uruguay,South America,Tax Burden Score,8,South AmericaTax Burden Score8,5,8
Uzbekistan,Asia,Tax Burden Score,10,AsiaTax Burden Score10,17,10
Vanuatu,Oceania,Tax Burden Score,10,OceaniaTax Burden Score10,2,10
Venezuela,South America,Tax Burden Score,8,South AmericaTax Burden Score8,5,8
Vietnam,Asia,Tax Burden Score,8,AsiaTax Burden Score8,9,8
Yemen,Asia,Tax Burden Score,No Data,AsiaTax Burden ScoreNo Data,3,No Data
Zambia,Africa,Tax Burden Score,8,AfricaTax Burden Score8,26,8
Zimbabwe,Africa,Tax Burden Score,7,AfricaTax Burden Score7,13,7
Afghanistan,Asia,Overall Economic Freedom Score,6,AsiaOverall Economic Freedom Score6,14,6
Albania,Europe,Overall Economic Freedom Score,8,EuropeOverall Economic Freedom Score8,16,8
Algeria,Africa,Overall Economic Freedom Score,5,AfricaOverall Economic Freedom Score5,6,5
Andorra,Europe,Overall Economic Freedom Score,No Data,EuropeOverall Economic Freedom ScoreNo Data,5,No Data
