Country,Contient,Category,Bucket
Slovenia,Europe,government expenditure (% of GDP),4
Solomon Islands,Oceania,government expenditure (% of GDP),4
Somalia,Africa,government expenditure (% of GDP),No Data
South Africa,Africa,government expenditure (% of GDP),3
South Sudan,Africa,government expenditure (% of GDP),4
Spain,Europe,government expenditure (% of GDP),1
Sri Lanka,Asia,government expenditure (% of GDP),1
Sudan,Africa,government expenditure (% of GDP),2
Suriname,South America,government expenditure (% of GDP),4
Sweden,Europe,government expenditure (% of GDP),3
Switzerland,Europe,government expenditure (% of GDP),No Data
Syria,Asia,government expenditure (% of GDP),1
Taiwan,Asia,government expenditure (% of GDP),2
Tajikistan,Asia,government expenditure (% of GDP),1
Tanzania,Africa,government expenditure (% of GDP),2
Thailand,Asia,government expenditure (% of GDP),No Data
Timor-Leste,Asia,government expenditure (% of GDP),4
Togo,Africa,government expenditure (% of GDP),2
Tonga,Oceania,government expenditure (% of GDP),2
Trinidad and Tobago,North America,government expenditure (% of GDP),3
Tunisia,Africa,government expenditure (% of GDP),2
Turkey,Asia,government expenditure (% of GDP),3
Turkmenistan,Asia,government expenditure (% of GDP),1
Tuvalu,Oceania,government expenditure (% of GDP),No Data
Uganda,Africa,government expenditure (% of GDP),1
Ukraine,Europe,government expenditure (% of GDP),3
United Arab Emirates,Asia,government expenditure (% of GDP),2
United Kingdom,UN Security Council,government expenditure (% of GDP),4
United States,UN Security Council,government expenditure (% of GDP),3
Uruguay,South America,government expenditure (% of GDP),3
Uzbekistan,Asia,government expenditure (% of GDP),3
Vanuatu,Oceania,government expenditure (% of GDP),2
Venezuela,South America,government expenditure (% of GDP),3
Vietnam,Asia,government expenditure (% of GDP),2
Yemen,Asia,government expenditure (% of GDP),2
Zambia,Africa,government expenditure (% of GDP),2
Zimbabwe,Africa,government expenditure (% of GDP),2
Afghanistan,Asia,political rights score ,7
Albania,Europe,political rights score ,4
Algeria,Africa,political rights score ,9
Andorra,Europe,political rights score ,1
Angola,Africa,political rights score ,9
Antigua & Barbuda,North America,political rights score ,2
Argentina,South America,political rights score ,2
Armenia,Europe,political rights score ,7
Australia,Oceania,political rights score ,1
Austria,Europe,political rights score ,1
Azerbaijan,Europe,political rights score ,10
Bahamas,North America,political rights score ,1
Bahrain,Asia,political rights score ,10
Bangladesh,Asia,political rights score ,5
Barbados,North America,political rights score ,1
Belarus,Europe,political rights score ,9
Belgium,Europe,political rights score ,1
Belize,North America,political rights score ,1
Benin,Africa,political rights score ,2
Bhutan,Asia,political rights score ,4
Bolivia,South America,political rights score ,4
Bosnia and Herzegovina,Europe,political rights score ,5
Botswana,Africa,political rights score ,4
Brazil,South America,political rights score ,2
Brunei,Asia,political rights score ,9
Bulgaria,Europe,political rights score ,2
Burkina Faso,Africa,political rights score ,5
Burundi,Africa,political rights score ,10
Cabo Verde,Africa,political rights score ,1
Cambodia,Asia,political rights score ,9
Cameroon,Africa,political rights score ,9
Canada,North America,political rights score ,1
Central African Republic,Africa,political rights score ,10
Chad,Africa,political rights score ,10
Chile,South America,political rights score ,1
China,UN Security Council,political rights score ,10
Colombia,South America,political rights score ,4
Comoros,Africa,political rights score ,4
Congo (Dem. Rep.),Africa,political rights score ,10
Congo (Rep.),Africa,political rights score ,10
Costa Rica,North America,political rights score ,1
Cote d'Ivoire,Africa,political rights score ,5
Croatia,Europe,political rights score ,1
Cuba,North America,political rights score ,10
Cyprus,Europe,political rights score ,1
Czech Republic,Europe,political rights score ,1
Denmark,Europe,political rights score ,1
Djibouti,Africa,political rights score ,9
Dominica,North America,political rights score ,1
Dominican Republic,North America,political rights score ,4
Ecuador,South America,political rights score ,4
Egypt,Africa,political rights score ,9
El Salvador,North America,political rights score ,2
Equatorial Guinea,Africa,political rights score ,10
Eritrea,Africa,political rights score ,10
Estonia,Europe,political rights score ,1
Eswatini,Africa,political rights score ,10
Ethiopia,Africa,political rights score ,10
Fiji,Oceania,political rights score ,4
Finland,Europe,political rights score ,1
France,UN Security Council,political rights score ,1
Gabon,Africa,political rights score ,10
"Gambia, The",Africa,political rights score ,5
Georgia,Europe,political rights score ,4
Germany,Europe,political rights score ,1
Ghana,Africa,political rights score ,1
Greece,Europe,political rights score ,2
Grenada,North America,political rights score ,1
Guatemala,North America,political rights score ,5
Guinea,Africa,political rights score ,7
Guinea-Bissau,Africa,political rights score ,7
Guyana,South America,political rights score ,2
Haiti,North America,political rights score ,7
Honduras,North America,political rights score ,5
Hungary,Europe,political rights score ,4
Iceland,Europe,political rights score ,1
India,Asia,political rights score ,2
Indonesia,Asia,political rights score ,2
Iran,Asia,political rights score ,9
Iraq,Asia,political rights score ,7
Ireland,Europe,political rights score ,1
Israel,Asia,political rights score ,1
Italy,Europe,political rights score ,1
Jamaica,North America,political rights score ,2
Japan,Asia,political rights score ,1
Jordan,Asia,political rights score ,7
Kazakhstan,Asia,political rights score ,10
Kenya,Africa,political rights score ,5
Kiribati,Oceania,political rights score ,1
Korea (Dem. People’s Rep.),Asia,political rights score ,10
Korea (Rep.),Asia,political rights score ,2
Kosovo,Europe,political rights score ,4
Kuwait,Asia,political rights score ,7
Kyrgyzstan,Asia,political rights score ,7
Laos,Asia,political rights score ,10
Latvia,Europe,political rights score ,2
Lebanon,Asia,political rights score ,9
Lesotho,Africa,political rights score ,4
Liberia,Africa,political rights score ,4
Libya,Africa,political rights score ,10
Liechtenstein,Europe,political rights score ,2
Lithuania,Europe,political rights score ,1
Luxembourg,Europe,political rights score ,1
Macedonia,Europe,political rights score ,5
Madagascar,Africa,political rights score ,4
Malawi,Africa,political rights score ,4
Malaysia,Asia,political rights score ,5
Maldives,Asia,political rights score ,7
Mali,Africa,political rights score ,7
Malta,Europe,political rights score ,1
Marshall Islands,Oceania,political rights score ,1
Mauritania,Africa,political rights score ,9
Mauritius,Africa,political rights score ,1
Mexico,North America,political rights score ,4
Micronesia,Oceania,political rights score ,1
Moldova,Europe,political rights score ,4
Monaco,Europe,political rights score ,4
Mongolia,Asia,political rights score ,1
Montenegro,Europe,political rights score ,4
Morocco,Africa,political rights score ,7
Mozambique,Africa,political rights score ,5
Myanmar,Asia,political rights score ,7
Namibia,Africa,political rights score ,2
Nauru,Oceania,political rights score ,2
Nepal,Asia,political rights score ,4
Netherlands,Europe,political rights score ,1
New Zealand,Oceania,political rights score ,1
Nicaragua,North America,political rights score ,7
Niger,Africa,political rights score ,5
Nigeria,Africa,political rights score ,4
Norway,Europe,political rights score ,1
Oman,Asia,political rights score ,9
Pakistan,Asia,political rights score ,5
Palau,Oceania,political rights score ,1
Panama,North America,political rights score ,2
Papua New Guinea,Oceania,political rights score ,4
Paraguay,South America,political rights score ,4
Peru,South America,political rights score ,2
Philippines,Asia,political rights score ,4
Poland,Europe,political rights score ,1
Portugal,Europe,political rights score ,1
Qatar,Asia,political rights score ,9
Romania,Europe,political rights score ,2
Russia,UN Security Council,political rights score ,10
Rwanda,Africa,political rights score ,9
Saint Kitts and Nevis,North America,political rights score ,1
Saint Lucia,North America,political rights score ,1
Saint Vincent and the Grenadines,North America,political rights score ,1
Samoa,Oceania,political rights score ,2
San Marino,Europe,political rights score ,1
Sao Tome and Principe,Africa,political rights score ,2
Saudi Arabia,Asia,political rights score ,10
Senegal,Africa,political rights score ,2
Serbia,Europe,political rights score ,4
Seychelles,Africa,political rights score ,4
Sierra Leone,Africa,political rights score ,4
Singapore,Asia,political rights score ,5
Slovakia,Europe,political rights score ,1
Slovenia,Europe,political rights score ,1
Solomon Islands,Oceania,political rights score ,4
Somalia,Africa,political rights score ,10
South Africa,Africa,political rights score ,2
South Sudan,Africa,political rights score ,10
Spain,Europe,political rights score ,1
Sri Lanka,Asia,political rights score ,4
Sudan,Africa,political rights score ,10
Suriname,South America,political rights score ,2
Sweden,Europe,political rights score ,1
Switzerland,Europe,political rights score ,1
Syria,Asia,political rights score ,10
Taiwan,Asia,political rights score ,1
Tajikistan,Asia,political rights score ,10
Tanzania,Africa,political rights score ,5
Thailand,Asia,political rights score ,9
Timor-Leste,Asia,political rights score ,2
Togo,Africa,political rights score ,5
Tonga,Oceania,political rights score ,2
Trinidad and Tobago,North America,political rights score ,2
Tunisia,Africa,political rights score ,2
Turkey,Asia,political rights score ,7
Turkmenistan,Asia,political rights score ,10
Tuvalu,Oceania,political rights score ,1
Uganda,Africa,political rights score ,9
Ukraine,Europe,political rights score ,4
United Arab Emirates,Asia,political rights score ,10
United Kingdom,UN Security Council,political rights score ,1
United States,UN Security Council,political rights score ,2
Uruguay,South America,political rights score ,1
Uzbekistan,Asia,political rights score ,10
Vanuatu,Oceania,political rights score ,2
Venezuela,South America,political rights score ,9
Vietnam,Asia,political rights score ,10
Yemen,Asia,political rights score ,10
Zambia,Africa,political rights score ,5
Zimbabwe,Africa,political rights score ,9
Afghanistan,Asia,civil liberties score ,9
Albania,Europe,civil liberties score ,4
Algeria,Africa,civil liberties score ,7
Andorra,Europe,civil liberties score ,1
Angola,Africa,civil liberties score ,9
Antigua & Barbuda,North America,civil liberties score ,2
Argentina,South America,civil liberties score ,2
Armenia,Europe,civil liberties score ,5
Australia,Oceania,civil liberties score ,1
Austria,Europe,civil liberties score ,1
Azerbaijan,Europe,civil liberties score ,9
Bahamas,North America,civil liberties score ,1
Bahrain,Asia,civil liberties score ,9
Bangladesh,Asia,civil liberties score ,5
Barbados,North America,civil liberties score ,1
Belarus,Europe,civil liberties score ,9
Belgium,Europe,civil liberties score ,1
Belize,North America,civil liberties score ,2
Benin,Africa,civil liberties score ,2
Bhutan,Asia,civil liberties score ,5
Bolivia,South America,civil liberties score ,4
Bosnia and Herzegovina,Europe,civil liberties score ,5
Botswana,Africa,civil liberties score ,2
Brazil,South America,civil liberties score ,2
Brunei,Asia,civil liberties score ,7
Bulgaria,Europe,civil liberties score ,2
Burkina Faso,Africa,civil liberties score ,4
Burundi,Africa,civil liberties score ,9
Cabo Verde,Africa,civil liberties score ,1
Cambodia,Asia,civil liberties score ,7
Cameroon,Africa,civil liberties score ,9
Canada,North America,civil liberties score ,1
Central African Republic,Africa,civil liberties score ,10
Chad,Africa,civil liberties score ,9
Chile,South America,civil liberties score ,1
China,UN Security Council,civil liberties score ,9
Colombia,South America,civil liberties score ,4
Comoros,Africa,civil liberties score ,5
Congo (Dem. Rep.),Africa,civil liberties score ,9
Congo (Rep.),Africa,civil liberties score ,7
Costa Rica,North America,civil liberties score ,1
Cote d'Ivoire,Africa,civil liberties score ,5
Croatia,Europe,civil liberties score ,2
Cuba,North America,civil liberties score ,9
Cyprus,Europe,civil liberties score ,1
Czech Republic,Europe,civil liberties score ,1
Denmark,Europe,civil liberties score ,1
Djibouti,Africa,civil liberties score ,7
Dominica,North America,civil liberties score ,1
Dominican Republic,North America,civil liberties score ,4
Ecuador,South America,civil liberties score ,4
Egypt,Africa,civil liberties score ,9
El Salvador,North America,civil liberties score ,4
Equatorial Guinea,Africa,civil liberties score ,10
Eritrea,Africa,civil liberties score ,10
Estonia,Europe,civil liberties score ,1
Eswatini,Africa,civil liberties score ,9
Ethiopia,Africa,civil liberties score ,9
Fiji,Oceania,civil liberties score ,4
Finland,Europe,civil liberties score ,1
France,UN Security Council,civil liberties score ,2
Gabon,Africa,civil liberties score ,7
"Gambia, The",Africa,civil liberties score ,7
Georgia,Europe,civil liberties score ,4
Germany,Europe,civil liberties score ,1
Ghana,Africa,civil liberties score ,2
Greece,Europe,civil liberties score ,2
Grenada,North America,civil liberties score ,2
